grade,de,en,tr,article
A2,Markeninhabers,trademark owner,ticari marka sahibi,-
B1,Markenschuhe,Branded shoes,Markalı ayakkabılar,-
B1,Markier,Mark,İşaret,-
A2,Markieren,Mark,İşaret,das
A2,Markt,market,pazar,der
B1,Marmelade,jam,reçel,die
A1,Maschine,machine,makine,die
B1,Masse,mass,yığın,die
B1,Mate,Mate,Mat,-
B1,Material,material,malzeme,das
B1,Mathe,math,matematik,die
A2,Mathematik,mathematics,matematik,die
B1,Matik,Matik,Matik,-
B1,Mauer,Wall,Duvar,die
B1,Maus,Mouse,Fare,die
B1,Maustast,Mouse button,Fare düğmesi,-
A2,Max,Max,Maksimum,-
B1,Maximal,Maximum,Maksimum,-
A1,Maß,Dimension,Boyut,das
A2,Mechaniker,mechanic,mekanik,der
A2,Mechanikerin,Mechanic,Mekanik,die
A1,Medikament,drug,uyuşturucu,das
B1,Medium,medium,orta,das
B1,Medizin,medicine,ilaç,die
A1,Meer,sea,Deniz,das
B1,Mehl,Flour,Un,das
A1,Mehr,more,daha fazla,das
A1,Mehrere,Several,Birçok,-
B1,Mehrheit,majority,çoğunluk,die
B1,Mehrwertsteuer,VAT,KDV,die
A1,Mein,My,Benim,-
A1,Meinen,Mean,Anlam,das
B1,Meinern,Mine,Bana ait,-
B1,Meinetweg,All right,Elbette,-
B1,Meinetwegen,As far as I'm concerned,Bana kalırsa,-
A2,Meinst,I mean,Demek istediğim,-
A2,Meinung,Opinion,Fikir,die
A1,Meist,Most of time,Çoğu zaman,-
A1,Meistens,Mostly,Çoğunlukla,-
A1,Meister,master,usta,der
B1,Melde,Report,Rapor,die
A2,Melden,Report,Rapor,das
B1,Meldung,Report,Rapor,die
A2,Menge,Crowd,Kalabalık,die
B1,Mensa,Canteen,Kantin,die
A1,Mensch,human being,insan,der
B1,Menschlich,Human,İnsan,-
A2,Merken,Remember,Hatırlamak,das
A2,Merkst,Notice,Fark etme,-
B1,Merkwürdig,Unusual,Olağan dışı,-
A2,Messe,Fair,Adil,die
B1,Messen,Measure,Ölçüm,das
A1,Messeplatz,Fairground,Fuar alanı,-
B1,Metall,metal,maden,das
A1,Meter,one meter,bir metre,der
B1,Methode,method,yöntem,die
B1,Metropole,metropolis,metropol,die
B1,Metzger,butcher,Kasap,der
A1,Mexikan,Mexican,Meksikalı,-
A1,Mich,Me,Ben,-
B1,Miete,Rent,Kira,die
B1,Mieter,Renter,Kiracı,der
B1,Mieterin,tenant,kiracı,die
A1,Mietverhältnis,tenancy,kiracılık,das
B1,Mietvertrag,Rental agreement,Kira sözleşmesi,der
B1,Migrant,Migrant,Göçmen,der
B1,Migrantin,Migrant,Göçmen,-
B1,Migration,migration,göç,die
A1,Milch,milk,süt,die
B1,Mild,Mild,Hafif,-
A1,Milliarde,one billion,bir milyar,die
A1,Million,a million,bir milyon,die
B1,Minderheit,minority,azınlık,die
A2,Mindestens,At least,En azından,-
A2,Mineralein,mineral,mineral,-
A2,Mineralwasser,mineral water,maden suyu,das
B1,Minimal,Minimal,Asgari,-
B1,Minimaler,More minimal,Daha minimal,-
B1,Minister,minister,bakan,der
B1,Ministerin,Minister,Bakan,die
A1,Minus,Minus,Eksi,das
A1,Minute,minute,dakika,die
B1,Mio,million,milyon,-
A1,Mir,Me,Ben,der
A2,Miriam,Miriam,Meryem,-
B1,Misch,Mix,Karışım,-
B1,Mischen,Mix,Karışım,das
B1,Miss,Miss,Kayıp,die
B1,Misse,Miss,Kayıp,-
B1,Misserfolg,failure,arıza,der
B1,Misstrauen,Mistrust,Güvensizlik,das
B1,Missverstanden,Misunderstood,Yanlış anlaşıldı,-
B1,Missverständnis,misunderstanding,yanlış anlama,das
A1,Mit,With,İle,-
B1,Mitarbeit,cooperation,işbirliği,die
A2,Mitarbeiter,Employees,Çalışanlar,der
B1,Mitarbeiterin,employee,çalışan,die
A1,Mitbringen,Bring along,Beraberinde getirmek,das
B1,Mitdiskutieren,Join the discussion,Tartışmaya katılın,Verb
B1,Miteinander,Each other,Birbirine göre,das
B1,Mitfahr,ride along,birlikte sürmek,-
B1,Mitge,Member,Üye,-
B1,Mitgebe,give away,vermek,-
B1,Mitglied,Member,Üye,das
B1,Mitgliedsausweis,Membership card,Üyelik kartı,der
B1,Mitgliedsbeitrag,Membership fee,Üyelik ücreti,der
A1,Mitkommen,Come along,Gel,Verb
A1,Mitmachen,Participate,Katılmak,das
A1,Mitnehmen,Take along,Yanına almak,das
A2,Mitschüler,classmate,sınıf arkadaşı,der
B1,Mitspiel,Play along,Birlikte oynayın,-
B1,Mitspieler,teammates,takım arkadaşları,der
A1,Mittag,midday,öğle vakti,der
A2,Mittagessen,Lunch,Öğle yemeği,das
A2,Mittags,Midday,Öğle vakti,-
A1,Mittagspause,lunch break,öğlen arası,die
A1,Mitte,middle,orta,die
B1,Mitteilen,Communicate,İletişim,das
A1,Mittel,means,anlamı,das
B1,Mittelschule,Middle school,Ortaokul,die
B1,Mitten,Middles,Ortalar,-
A2,Mitternacht,midnight,gece yarısı,die
B1,Mittler,Middle,Orta,der
B1,Mittlere,Medium,Orta,-
B1,Mittlerweile,In the meantime,Bu arada,-
A1,Mittwoch,Wednesday,Çarşamba,der
A2,Mittwochabend,Wednesday evening,Çarşamba akşamı,der
A2,Mittwochs,Wednesdays,Çarşamba günleri,-
A1,Mitzählen,Count,Saymak,Verb
B1,Mobilbox,Mobile box,Mobil kutu,-
B1,Mobilität,mobility,hareketlilik,die
A2,Mobiltelefon,Mobile phone,Cep telefonu,das
B1,Mobiltelefone,Mobile phones,Cep telefonları,-
A2,Mochen,Like,Beğenmek,-
A2,Modalverb,modal verb,modal fiil,das
A2,Mode,fashion,moda,die
A2,Model,Model,Modeli,das
B1,Modell,Model,Modeli,das
B1,Moderator,Moderator,Moderatör,der
B1,Moderatorin,Moderator,Moderatör,die
B1,Modernes,Modern,Modern,-
B1,Modul,module,modül,das
B1,Mohamed,Mohamed,Muhammed,-
A1,Moment,moment,an,der
A1,Monat,month,ay,der
B1,Monatlich,Monthly,Aylık,Adjektiv
A2,Monatsend,End of month,Ay sonu,-
B1,Monatsname,Month name,Ay adı,-
A1,Monatsnamen,Month names,Ay adları,-
B1,Mond,moon,ay,der
B1,Monitor,monitor,monitör,der
A2,Monopoly,Monopoly,Tekel,das
A1,Montag,Monday,Pazartesi,der
A2,Montags,Mondays,pazartesi,-
A1,Morgen,morning,sabah,der
A1,Morgens,In morning,Sabah,-
B1,Motorrad,motorcycle,motosiklet,das
A2,Motorroller,Scooter,Scooter,der
A1,Mountain,mountain,dağ,-
B1,Mountainbike,Mountain bike,Dağ bisikleti,das
,Mud,Mud,Çamur,der
A1,Mund,mouth,ağız,der
A1,Museum,museum,müze,das
A2,Musik,Music,Müzik,die
B1,Musikalisch,Musical,Müzikal,Adjektiv
B1,Musikanlage,Music system,Müzik sistemi,die
A2,Musiker,musician,müzisyen,der
A2,Musikerin,musician,müzisyen,die
B1,Musikgruppe,Music group,Müzik grubu,die
B1,Musikinstrument,musical instrument,müzik aleti,das
B1,Musikkassett,Music cassette,Müzik kaseti,-
B1,Musikunterricht,Music lessons,Müzik dersleri,der
B1,Muskel,muscle,kas,der
A1,Muss,Must,Mutlak,das
B1,Mussen,Must,Mutlak,-
A2,Musste,Had to,Mecburdum,-
B1,Mut,courage,cesaret,der
B1,Mutig,Brave,Cesur,Adjektiv
A1,Mutter,mother,anne,die
B1,Muttersprache,native language,ana dil,die
A1,Márquez,Marquez,Marquez,-
A1,Mädchen,girl,kız,das
A1,Männlich,Masculine,Eril,Adjektiv
B1,Mäntel,coats,palto,-
B1,Märchen,Fairy tale,Masal,das
A1,März,March,Mart,der
A1,Mçchtest,I would like to,Ben istiyorum,-
A1,Möbel,furniture,mobilya,das
B1,Möbelfirma,Furniture company,Mobilya şirketi,die
B1,Möblieren,Furnish,Döşeme,-
A2,Möchteden,Would like,İstiyorum,-
A2,Möchteger,Wannabe,özenti,-
A2,Möchtemich,Want me,Beni iste,-
A1,Möchten,Want,İstek,Verb
A2,Möchteniemand,Wouldn't anyone,Kimse yapmaz mıydı,-
B1,Möchtesen,Would like,İstiyorum,-
A1,Mögen,Like,Beğenmek,Verb
A1,Möglich,Possible,Olası,Adjektiv
B1,Möglicherweise,Possibly,muhtemelen,-
B1,Möglichkeit,Possibility,Olasılık,die
B1,Möglichst,As possible,Mümkün olduğu kadar,-
B1,Möhr,carrot,havuç,-
B1,Mück,Mosquito,Sivrisinek,-
A1,Müde,Tired,Yorgun,Adjektiv
B1,Müesli,Muesli,Müsli,das
B1,Mühe,Effort,Çaba,die
A2,Müll,Garbage,Çöp,der
B1,Müllabfuhr,Garbage collection,Çöp toplama,die
B1,Müllsack,Garbage bag,Çöp torbası,der
B1,Mülltonne,garbage can,çöp kutusu,die
A1,München,Munich,Münih,-
B1,Münchner,Munich,Münih,der
B1,Mündlich,Orally,sözlü olarak,Adjektiv
B1,Münze,coin,madeni para,die
A1,Müssen,Must,Mutlak,Verb
A2,Mütze,Cap,Kap,die
A2,Nachbar,Neighbor,Komşu,der
A2,Nachbarin,neighbor,komşu,die
B1,Nachbarland,neighboring country,komşu ülke,das
B1,Nachbarschule,Neighborhood school,Mahalle okulu,-
B1,Nachdem,After,Sonrasında,-
B1,Nachdenken,Ponder,Düşünmek,das
B1,Nachfrage,demand,talep etmek,die
B1,Nachgeschlag,Lookup,Bakmak,-
B1,Nachher,Afterward,Daha sonra,-
B1,Nachhilfe,Tutoring,özel ders,die
A1,Nachmittag,afternoon,öğleden sonra,der
A2,Nachmittags,Afternoon,Öğleden sonra,-
B1,Nachnam,Last name,Soy isim,-
A2,Nachricht,News,Haberler,die
B1,Nachschauen,Check it out,Buna bir bak,-
B1,Nachschlagen,Look it up,Şuna bak,-
B1,Nachseh,Check it out,Buna bir bak,-
B1,Nachsend,Forward,İleri,-
B1,Nachspeis,Dessert,Tatlı,-
A1,Nacht,night,gece,die
B1,Nachteil,Disadvantage,Dezavantaj,der
B1,Nachtisch,Dessert,Tatlı,der
A2,Nachts,At night,Geceleyin,-
A1,Nachweis,The proof,Kanıt,der
B1,Nachwuchs,offspring,yavru,der
B1,Nachzwei,Nachtwo,Nachtwo,-
B1,Nadel,needle,iğne,die
B1,Nagel,nail,çivi,der
B1,Nah,Close,Kapalı,Adjektiv
A1,Nahrungsmittel,food,yemek,das
B1,Nase,Nose,Burun,die
B1,Nasentropfen,Nasal drops,Burun damlaları,die
A2,Nass,Wet,Islak,das
A2,Nassen,Wet,Islak,-
B1,Natascha,Natasha,Nataşa,-
,Nation,nation,ulus,die
B1,National,National,Ulusal,Adjektiv
B1,Nationalfeiertag,National holiday,Ulusal tatil,der
A1,Nationalität,nationality,Milliyet,die
B1,Nationalmannschaft,National team,Milli takım,-
B1,Nationalrat,National Council,Ulusal Konsey,-
A2,Natur,Nature,Doğa,die
A2,Natürlich,Naturally,doğal olarak,-
B1,Natürlichen,Natural,Doğal,-
B1,Nebel,Fog,Sis,der
A2,Nebenan,Next door,Yandaki kapı,-
B1,Nebenbei,Alongside,yanında,-
A1,Nebeneintrag,side entry,yan giriş,-
A2,Neblig,Foggy,Sisli,-
B1,Neffen,nephews,yeğenler,-
B1,Negativ,Negative,Negatif,das
A1,Nehmen,Take,Almak,das
A1,Nein,No,HAYIR,das
A1,Nennen,To name,Adına,das
A2,Nennung,Mention,Değinmek,-
B1,Nerv,nerve,sinir,der
B1,Nervenkrankheit,Nervous disease,Sinir hastalığı,-
A2,Nervös,Nervous,Gergin,-
B1,Ness,Ness,Nes,-
A2,Nessrin,Nessrin,Nesrin,-
A2,Nett,Nice,Güzel,Adjektiv
B1,Nette,Cute,Sevimli,-
,Netto,Net,Açık,das
B1,Netz,network,ağ,das
A2,Netzwerk,network,ağ,das
A1,Neu,New,Yeni,Adjektiv
A1,Neuankömmling,newcomer,yeni gelen,der
B1,Neubauwohnung,New apartment,Yeni daire,die
B1,Neuesen,News,Haberler,-
,Neugierde,curiosity,merak,die
B1,Neugierig,Curious,Meraklı,Adjektiv
B1,Neuigkeit,news,haberler,die
A2,Neujahr,New Year,Yılbaşı,das
B1,Neulich,Recently,Son zamanlarda,-
A1,Neun,Nine,Dokuz,die
A1,Neunzehn,Nineteen,On dokuz,-
A1,Neunzig,Ninety,Doksan,die
B1,New,New,Yeni,-
A1,Nicht,not that one,o değil,-
B1,Nichtraucher,Non-smoker,Sigara içmeyen,der
B1,Nichtraucherbereich,Non-smoking area,Sigara içilmeyen alan,-
B1,Nichtraucherin,Non-smoker,Sigara içmeyen,-
B1,Nichtraucherzimmer,Non-smoking room,Sigara içilmeyen oda,das
A1,Nichts,nothingness,hiçlik,das
B1,Nickt,Nods,Baş sallamalar,-
A1,Nie,Never,Asla,-
A2,Niebisch,Niebisch,Niebisch,-
B1,Niedrig,Low,Düşük,Adjektiv
B1,Niemals,Never,Asla,-
A2,Niemand,No one,Hiç kimse,der
A1,Nimm,take,almak,-
A2,Nimmst,Take,Almak,-
A2,Nirgends,Nowhere,Hiçbir yerde,-
B1,Nirgendwo,Nowhere,Hiçbir yerde,-
A1,Niveau,level,Seviye,das
A2,Niveaustuf,level,seviye,-
A2,Niveaustufea,Levela,Levela,-
A1,Niveaustufen,levels,seviyeler,-
A1,Noch,still,hala,-
B1,Nochmal,Again,Tekrar,-
A2,Nochmals,Again,Tekrar,-
A1,Nomen,Nomen,isim,das
B1,Nord,North,Kuzey,der
A1,Norddeutsch,North German,Kuzey Alman,Adjektiv
B1,Norddeutschland,Northern Germany,Kuzey Almanya,das
A1,Norden,North,Kuzey,der
,Nordlicht,Northern lights,Kuzey ışıkları,das
A2,Nordsee,North Sea,Kuzey Denizi,die
B1,Normalen,Normals,Normaller,-
B1,Normalerweise,Normally,Normalde,-
B1,Not,distress,sıkıntı,die
B1,Notaufnahme,Emergency room,Acil servis,die
B1,Notausgang,emergency exit,acil çıkış,der
A2,Noten,Grades,Notlar,die
B1,Notfall,Emergency,Acil durum,der
A2,Notieren,Note down,Not edin,das
A2,Notiz,note,Not,die
A2,Notizzettel,Notepad,Not Defteri,der
B1,Notruf,Emergency call,Acil çağrı,der
A1,Notwendig,Necessary,Gerekli,Adjektiv
B1,Nr,No,HAYIR,-
A2,Nudel,noodle,şehriye,die
B1,Num,Num,Sayı,-
A1,Nummer,number,numara,die
B1,Nun,Well,Kuyu,-
A1,Nur,only,tek,-
B1,Nutzen,To use,Kullanmak,der
A2,Nächstebrück,Next Bridge,Sonraki Köprü,-
A1,Nächster,next,Sonraki,-
A2,Nächstewoch,Next week,Gelecek hafta,-
A2,Nähe,Vicinity,Civar,die
B1,Nähen,Sew,Dikmek,das
B1,Nähern,Approach,Yaklaşmak,-
B1,Nämlich,Namely,Yani,Adjektiv
B1,Nördlich,North,Kuzey,Adjektiv
B1,Nötig,Necessary,Gerekli,Adjektiv
B1,Nützen,Benefit,Fayda,-
A2,Nützlich,Useful,Kullanışlı,-
B1,Ob,Whether,İkisinden biri,-
A1,Oben,Above,Üstünde,-
B1,Oberen,Upper,Üst,-
B1,Oberer,Upper,Üst,-
B1,Obergeschoss,Upper floor,Üst kat,das
B1,Oberweg,Oberweg,Oberweg,-
A1,Objectiv,lens,lens,-
A1,Obst,fruit,meyve,das
B1,Obwohl,Although,Rağmen,-
A1,Oder,Or,Veya,die
B1,Oderfalsch,Orwrong,veya yanlış,-
B1,Ofen,Oven,Fırın,der
A2,Offen,Open,Açık,-
,Offenbach,Offenbach,Offenbach,der
B1,Offenbar,Apparently,Görünüşe göre,Adjektiv
B1,Offiziell,Officially,Resmi olarak,Adjektiv
,Offizier,officer,memur,der
A1,Oft,Often,Sıklıkla,-
B1,Og,Og,Ah,-
A2,Oh,Oh,Ah,das
A1,Ohne,one without,olmayan,-
A2,Ohr,Ear,Kulak,das
A2,Ohrenschmerz,Ear pain,Kulak ağrısı,der
B1,Okay,OK,TAMAM,das
A1,Oktober,October,Ekim,der
A1,Oma,grandma,büyükanne,die
A2,Onkel,Uncle,Amca,der
A2,Online,On-line,Çevrimiçi,-
A1,Opa,grandpa,büyükbaba,der
B1,Oper,opera,opera,die
B1,Operation,operation,operasyon,die
B1,Operieren,Operate,Çalıştır,das
B1,Operiern,Operate,Çalıştır,-
B1,Opfer,Victim,Kurban,das
B1,Optimistisch,Optimistic,İyimser,Adjektiv
A2,Orang,Orange,Turuncu,-
A2,Orange,Orange,Turuncu,die
B1,Orchester,orchestra,orkestra,das
B1,Ordentlich,Orderly,Düzenli,Adjektiv
B1,Ordination,ordination,koordinasyon,die
B1,Ordn,Order,Emir,-
B1,Ordnen,Arrange,Düzenlemek,das
A1,Ordnung,order,Emir,die
B1,Organisation,organization,organizasyon,die
A2,Organisieren,Organize,Organize et,das
B1,Orientierungsstuf,Orientation level,Oryantasyon seviyesi,-
B1,Original,Original,Orijinal,das
A1,Ort,place,yer,der
A2,Oskar,Oscar,Oscar,der
B1,Ost,East,Doğu,der
A1,Osten,The East,Doğu,der
A2,Ostern,Easter,Paskalya,das
B1,Osteuropa,Eastern Europe,Doğu Avrupa,der
A2,Ostsee,Baltic Sea,Baltık Denizi,die
B1,Ozean,ocean,okyanus,der
A1,Paar,couple,çift,das
A2,Pack,pack,ambalaj,das
A2,Packen,pack,ambalaj,der
A2,Packst,Packst,Paketst,-
B1,Packung,pack,ambalaj,die
B1,Paken,Pack,Ambalaj,-
B1,Panne,glitch,kusur,die
A2,Papa,papa,baba,der
A1,Papier,paper,kağıt,das
B1,Paradeis,Perfect,Mükemmel,-
B1,Parallel,Parallel,Paralel,das
A2,Parfum,Perfume,Parfüm,das
A2,Parken,Park,Park,das
B1,Parkieren,Parking,Otopark,-
A2,Parkplatz,parking,otopark,der
B1,Parlament,parliament,parlamento,das
B1,Partei,party,parti,die
A1,Partner,partner,ortak,der
A1,Party,party,Parti,die
B1,Pascal,Pascal,Pascal'ın,das
B1,Passagier,passenger,yolcu,der
B1,Passagierin,passenger,yolcu,die
A2,Passen,Fit,Yerleştirmek,das
B1,Passend,Appropriate,Uygun,-
A2,Passieren,Happen,Olmak,das
B1,Passkontroll,Passport control,Pasaport kontrolü,-
B1,Passte,Fit,Yerleştirmek,-
A2,Passwort,password,şifre,das
B1,Pasta,pasta,makarna,die
B1,Patient,patient,hasta,der
B1,Patientin,patient,hasta,die
B1,Pauschal,lump sum,Toptan,Adjektiv
,Pauschale,Flat rate,Sabit oran,die
A1,Pause,break,mola,die
B1,Paß,Passport,Pasaport,-
A2,Pc,Pc,bilgisayar,-
B1,Pech,Bad luck,Kötü şans,das
B1,Peinlich,Awkward,Garip,Adjektiv
B1,Pen,Pen,Dolma kalem,-
B1,Pension,pension,emeklilik,die
B1,Pensionieren,Retire,Emekli olmak,-
B1,Pensionist,Pensioner,Emekli,der
B1,Pensionistin,Pensioner,Emekli,-
B1,Per,By,İle,-
B1,Perfekt,Perfect,Mükemmel,das
B1,Perron,platform,platformu,der
B1,Perserteppich,Persian carpet,İran halısı,der
A1,Person,person,kişi,die
B1,Personal,staff,kadro,das
B1,Personalie,Personnel,Personel,die
B1,Personenkraftwag,Passenger car,Binek otomobil,-
B1,Personenstand,Civil status,Medeni durum,-
A1,Persönlich,Personal,Kişisel,Adjektiv
A2,Pfanne,Pan,Tava,die
B1,Pfeffer,pepper,biber,der
A2,Pferd,Horse,Atış,das
B1,Pfingst,Pentecost,Pentikost,-
A1,Pflanze,plant,bitki,die
B1,Pflanzt,Plants,Bitkiler,-
B1,Pflaster,Pavement,kaldırım,das
B1,Pflaume,plum,Erik,die
B1,Pflaumenkuch,Plum cake,Erikli kek,-
B1,Pflegen,Maintain,Sürdürmek,das
B1,Pfleger,Nurse,Hemşire,der
B1,Pflegerin,nurse,hemşire,die
B1,Pflicht,Duty,Görev,die
A1,Pfund,a pound,bir pound,das
B1,Phantasie,imagination,hayal gücü,die
B1,Philosophie,philosophy,felsefe,die
A2,Physik,physics,fizik,die
B1,Picknick,picnic,piknik,das
B1,Pill,Pill,Hap,-
B1,Pilz,Mushroom,Mantar,der
B1,Pinguin,penguin,penguen,der
B1,Pizze,Pizza,Pizza,-
B1,Pkw,car,araba,-
A2,Plakat,poster,poster,das
A2,Planen,Plan,Planı,das
B1,Planung,planning,planlama,die
B1,Plattform,platform,platformu,die
A1,Platz,space,boşluk,der
B1,Player,Players,Oyuncular,der
B1,Plural,Plural,Çoğul,der
B1,Plurizentrisch,Pluricentric,Çok merkezli,-
B1,Plätz,place,yer,der
A2,Plötzlich,Suddenly,Birden,-
B1,Politik,policy,politika,die
B1,Politiker,politician,politikacı,der
B1,Politikerin,politician,politikacı,die
B1,Politisch,Politically,Siyasi olarak,Adjektiv
A1,Polizei,police,polis,die
A2,Polizist,policeman,polis,der
A2,Polizistin,policewoman,polis,die
,Polnisch,Polish,Lehçe,das
A1,Pommes,The french fries,Patates kızartması,die
,Popstar,Pop star,Pop yıldızı,der
B1,Populär,Popular,Popüler,Adjektiv
B1,Port,port,liman,der
B1,Portemonnaie,wallet,cüzdan,das
B1,Portieren,Porting,Taşıma,-
A2,Portion,portion,porsiyon,die
B1,Portmonee,Wallet,Cüzdan,das
B1,Portugiesisch,Portuguese,Portekizce,Adjektiv
B1,Position,position,konum,die
B1,Positiv,Positive,Olumlu,das
A1,Post,post,posta,die
A2,Poster,Posters,Posterler,das
A2,Postkarte,postcard,kartpostal,die
A2,Postleit,Postal code,Posta Kodu,-
A1,Postleitzahl,area code,alan kodu,die
B1,Postsendung,mailing,postalama,die
B1,Poststempel,Postmark,Posta damgası,der
B1,Poulet,Chicken,Tavuk,das
B1,Praktika,Internships,Stajlar,-
B1,Praktikant,Intern,Stajyer,der
B1,Praktikantin,Intern,Stajyer,die
A1,Praktikum,internship,staj,das
A2,Praktisch,Practical,Pratik,-
A1,Praxis,practice,pratik,die
A1,Preis,price,fiyat,der
A2,Preiswert,Inexpensive,Ucuz,-
A1,Presse,press,basın,die
B1,Prima,Great,Harika,Adjektiv
B1,Primarschule,Primary school,İlkokul,die
,Prisma,prism,prizma,das
A1,Privat,a private one,özel bir tane,-
A2,Pro,Per,Başına,das
A2,Probier,Try,Denemek,-
A2,Probieren,Try out,Deneyin,das
A2,Probiert,Tried,Sınanmış,-
A1,Problem,problem,sorun,das
A2,Produkt,product,ürün,das
B1,Produktion,production,üretme,die
B1,Produzieren,Produce,Üretmek,das
B1,Professor,professor,profesör,der
B1,Professorin,Professor,Profesör,die
B1,Profi,professional,profesyonel,der
B1,Profisportl,Professional sports,Profesyonel sporlar,-
B1,Profisportlerin,Professional athlete,Profesyonel atlet,-
A2,Programm,program,programı,das
B1,Programmänderung,Program change,Program değişikliği,-
A2,Projekt,project,proje,das
A2,Projektmitarbeiterinne,Project employee,Proje çalışanı,-
A1,Prospekt,prospectus,prospektüs,der
B1,Prost,Cheers,Şerefe,das
B1,Protest,protest,protesto,der
B1,Protestieren,Protest,Protesto,das
A1,Prozent,one percent,yüzde bir,das
B1,Prozess,process,işlem,der
A2,Präfix,prefix,önek,das
B1,Präposition,preposition,edat,die
B1,Präsentation,presentation,sunum,die
B1,Präsentieren,Present,Sunmak,das
B1,Präsident,president,başkan,der
A2,Prüfen,Check,Kontrol etmek,das
A2,Prüfer,Examiner,Muayene eden,der
A2,Prüferin,Examiner,Muayene eden,-
A1,Prüfung,exam,sınav,die
A2,Prüfunggoethe,Examination Goethe,Sınav Goethe,-
B1,Prüfungsort,Examination location,Sınav yeri,-
A2,Prüfungssatz,Examination set,Sınav seti,-
A2,Prüfungsteilnehmend,Participating in the exam,Sınava katılmak,-
B1,Prüfungstermin,Exam date,Sınav tarihi,-
A1,Prüfungszentrum,exam center,sınav merkezi,-
A1,Prüfungsziele,exam objectives,sınav hedefleri,-
A1,Publikation,publication,Yayın,die
B1,Publikum,audience,kitle,das
A2,Pullover,Sweater,Kazak,der
A2,Punkt,Point,Nokta,der
B1,Puppe,Doll,Oyuncak bebek,die
B1,Putze,Plasters,Sıvalar,die
A2,Putzen,Cleaning,Temizlik,das
B1,Puzzle,puzzle,bulmaca,das
B1,Päckch,package,paket,-
B1,Pädagogisch,Educational,eğitici,Adjektiv
B1,Pöstler,Postman,Postacı,-
B1,Pöstlerin,postwoman,postacı,-
A1,Pünktlich,On time,Zamanında,Adjektiv
A1,Quadratmeter,one square meter,bir metrekare,der
B1,Qualifikation,qualification,vasıf,die
A2,Qualität,Quality,Kalite,die
B1,Quartier,Quarter,Çeyrek,das
B1,Quer,Transverse,Enine,-
B1,Quittung,Receipt,Fiş,die
A2,Quiz,quiz,sınav,das
A2,Quizsendunge,Quiz shows,Yarışma gösterileri,-
B1,Rabatt,Discount,İndirim,der
A1,Rad,wheel,tekerlek,das
B1,Radfahrer,Cyclist,Bisikletçi,der
B1,Radfahrerin,cyclist,bisikletçi,die
A1,Radio,radio,Radyo,das
A1,Rahmen,Frame,Çerçeve,der
B1,Rand,edge,kenar,der
B1,Rannen,Ran,Koştu,-
B1,Rant,Rant,bağırmak,-
A2,Rappe,rap,rap,der
B1,Rasen,Race,Irk,der
B1,Rasieren,Shave,Tıraş olmak,das
A1,Rat,Council,Konsey,der
A2,Raten,Guess,Tahmin etmek,das
B1,Ratespiel,guessing game,tahmin oyunu,das
A2,Rathaus,City hall,Belediye binası,das
B1,Ratschlag,Advice,Tavsiye,der
A1,Rauch,smoke,duman,der
B1,Raucher,Smoker,Sigara içen,der
B1,Raucherin,smoker,sigara içen,die
B1,Rauchst,Smokest,En dumanlı,-
B1,Rauchverbot,Smoking ban,Sigara yasağı,das
B1,Rauf,Up,Yukarı,-
B1,Raufkommen,Come on,Hadi,Verb
A1,Raum,space,boşluk,der
A1,Raus,out,dışarı,-
A2,Rausbringe,Bring it out,Dışarı çıkar,-
A1,Rausch,Intoxication,Zehirlenme,der
B1,Rausgefund,Found out,Bulundu,-
B1,Rausgelaufen,Ran out,bitti,-
A2,Rauskomm,Come out,Çıkmak,-
B1,Re,re,tekrar,das
B1,Reagier,Respond,Yanıtlamak,-
B1,Reagieren,React,Tepki ver,das
B1,Reaktion,reaction,tepki,die
B1,Realisieren,Realize,Fark etmek,-
B1,Realistisch,Realistic,Gerçekçi,Adjektiv
B1,Realität,reality,gerçeklik,die
B1,Realschule,secondary school,ortaokul,die
B1,Reception,Reception,Resepsiyon,-
B1,Recherch,Research,Araştırma,-
B1,Rechn,Calc,Hesap,-
A2,Rechnen,Calculate,Hesaplamak,das
B1,Rechner,computer,bilgisayar,der
A1,Rechnung,bill,fatura,die
B1,Rechnungsnumm,Invoice number,Fatura numarası,-
A1,Recht,law,kanun,das
B1,Rechter,Rightist,Sağcı,-
B1,Rechtlich,Legally,Yasal olarak,Adjektiv
A1,Rechts,right,doğru,-
A2,Rechtslage,Legal situation,Yasal durum,-
B1,Rechtzeitig,Punctual,Dakik,Adjektiv
B1,Redaktion,Editorial team,Editör ekibi,die
A2,Rede,speech,konuşma,die
A2,Reden,Talk,Konuşmak,das
A1,Redewendung,Phrase,İfade etmek,die
B1,Reduzieren,Reduce,Azaltmak,das
B1,Referat,Report,Rapor,das
A1,Referenz,reference,referans,die
A2,Regal,shelf,raf,das
A1,Regel,rule,kural,die
B1,Regelen,Rules,Tüzük,-
B1,Regelmäßig,Regularly,Düzenli olarak,Adjektiv
B1,Regeln,Regulate,Düzenlemek,das
A1,Regen,rain,yağmur,der
A2,Regenschirm,umbrella,şemsiye,der
B1,Regentropfe,Raindrops,Yağmur damlaları,-
B1,Regierung,Government,Devlet,die
B1,Regierungsrat,Governing Council,Yönetim Konseyi,der
B1,Regierungsrätin,Government councilor,Hükümet danışmanı,-
B1,Region,region,bölge,die
B1,Regional,Regional,Bölgesel,Adjektiv
B1,Regionalbahn,Regional train,Bölgesel tren,die
A1,Regnen,Rain,Yağmur,das
